"input URL","redirect chain","final URL","final status","in_sitemap","canonical","meta robots","title","H1","verdict"
"https://atelierdeconsultanta.ro/consultanta-start-up-nation-2026/","https://atelierdeconsultanta.ro/consultanta-start-up-nation-2026/ -> https://atelierdeconsultanta.ro/consultanta-start-up-nation-2026 [301] | https://atelierdeconsultanta.ro/consultanta-start-up-nation-2026 [200]","https://atelierdeconsultanta.ro/consultanta-start-up-nation-2026","200","yes","https://atelierdeconsultanta.ro/consultanta-start-up-nation-2026","index, follow","Consultanță Start Up Nation 2026 - verificare și dosar","Consultanță Start Up Nation 2026: verificare, dosar și depunere","PASS_REDIRECT_TO_CANONICAL"
"https://atelierdeconsultanta.ro/firma-consultanta-fonduri-europene/","https://atelierdeconsultanta.ro/firma-consultanta-fonduri-europene/ -> https://atelierdeconsultanta.ro/firma-consultanta-fonduri-europene [301] | https://atelierdeconsultanta.ro/firma-consultanta-fonduri-europene [200]","https://atelierdeconsultanta.ro/firma-consultanta-fonduri-europene","200","yes","https://atelierdeconsultanta.ro/firma-consultanta-fonduri-europene","index, follow","Firmă consultanță fonduri europene - criterii și servicii","Firmă de consultanță pentru fonduri europene","PASS_REDIRECT_TO_CANONICAL"
"https://atelierdeconsultanta.ro/consultanta-start-up-nation/","https://atelierdeconsultanta.ro/consultanta-start-up-nation/ -> https://atelierdeconsultanta.ro/consultanta-start-up-nation-2026 [301] | https://atelierdeconsultanta.ro/consultanta-start-up-nation-2026 [200]","https://atelierdeconsultanta.ro/consultanta-start-up-nation-2026","200","yes","https://atelierdeconsultanta.ro/consultanta-start-up-nation-2026","index, follow","Consultanță Start Up Nation 2026 - verificare și dosar","Consultanță Start Up Nation 2026: verificare, dosar și depunere","PASS_REDIRECT_TO_CANONICAL"
"https://atelierdeconsultanta.ro/fonduri-europene-imm/","https://atelierdeconsultanta.ro/fonduri-europene-imm/ -> https://atelierdeconsultanta.ro/fonduri-europene-imm [301] | https://atelierdeconsultanta.ro/fonduri-europene-imm [200]","https://atelierdeconsultanta.ro/fonduri-europene-imm","200","yes","https://atelierdeconsultanta.ro/fonduri-europene-imm","index, follow","Fonduri europene pentru IMM-uri - investiții, digitalizare, energie","Fonduri europene pentru IMM-uri","PASS_REDIRECT_TO_CANONICAL"
"https://atelierdeconsultanta.ro/blog-afir-fotovoltaice-ferme-2026.html","https://atelierdeconsultanta.ro/blog-afir-fotovoltaice-ferme-2026.html -> https://atelierdeconsultanta.ro/blog-afir-fotovoltaice-ferme-2026 [301] | https://atelierdeconsultanta.ro/blog-afir-fotovoltaice-ferme-2026 [200]","https://atelierdeconsultanta.ro/blog-afir-fotovoltaice-ferme-2026","200","yes","https://atelierdeconsultanta.ro/blog-afir-fotovoltaice-ferme-2026","index, follow","AFIR Fotovoltaice Ferme 2026 - verificare prudentă | FABER","AFIR Fotovoltaice Ferme 2026 - ghid prudent pentru verificare și pregătire","PASS_REDIRECT_TO_CANONICAL"
"https://atelierdeconsultanta.ro/fonduri-europene/","https://atelierdeconsultanta.ro/fonduri-europene/ -> https://atelierdeconsultanta.ro/fonduri-europene [301] | https://atelierdeconsultanta.ro/fonduri-europene [200]","https://atelierdeconsultanta.ro/fonduri-europene","200","yes","https://atelierdeconsultanta.ro/fonduri-europene","index, follow","Fonduri europene în Romania - programe, eligibilitate și ghiduri","Fonduri europene în Romania","PASS_REDIRECT_TO_CANONICAL"
"http://atelierdeconsultanta.ro/politica-de-confidentialitate.html","http://atelierdeconsultanta.ro/politica-de-confidentialitate.html -> https://atelierdeconsultanta.ro/politica-de-confidentialitate.html [301] | https://atelierdeconsultanta.ro/politica-de-confidentialitate.html -> https://atelierdeconsultanta.ro/politica-de-confidentialitate [301] | https://atelierdeconsultanta.ro/politica-de-confidentialitate [200]","https://atelierdeconsultanta.ro/politica-de-confidentialitate","200","yes","https://atelierdeconsultanta.ro/politica-de-confidentialitate","index, follow","Politica de Confidențialitate | FABER","Politica de Confidențialitate","PASS_REDIRECT_TO_CANONICAL"
"https://atelierdeconsultanta.ro/dr12-vs-dr14","https://atelierdeconsultanta.ro/dr12-vs-dr14 [200]","https://atelierdeconsultanta.ro/dr12-vs-dr14","200","yes","https://atelierdeconsultanta.ro/dr12-vs-dr14","index, follow; index, follow","DR12 vs DR14 AFIR - ce program alegi | FABER","DR12 sau DR14: ce program AFIR se potrivește mai bine fermei tale?","PASS_CANONICAL_200"
"https://atelierdeconsultanta.ro/dr14-afir-ferme-mici","https://atelierdeconsultanta.ro/dr14-afir-ferme-mici [200]","https://atelierdeconsultanta.ro/dr14-afir-ferme-mici","200","yes","https://atelierdeconsultanta.ro/dr14-afir-ferme-mici","index, follow; index, follow","DR14 AFIR ferme mici - condiții, documente și pregătirea dosarului","DR14 AFIR pentru ferme mici: eligibilitate, documente și pregătire","PASS_CANONICAL_200"
"https://atelierdeconsultanta.ro/afir","https://atelierdeconsultanta.ro/afir [200]","https://atelierdeconsultanta.ro/afir","200","yes","https://atelierdeconsultanta.ro/afir","index, follow; index, follow","AFIR - fonduri pentru fermieri, DR12, DR14 și energie","AFIR: fonduri pentru fermieri și proiecte agricole","PASS_CANONICAL_200"
